1;17.00004482269287
2;16.99561834335327
3;17.092677354812622
4;17.03445029258728
5;17.047333002090454
6;17.08233141899109
7;17.02419090270996
8;17.03079390525818
9;17.027580976486206
10;17.067793369293213
20;17.13041591644287
30;17.144960165023804
40;17.202955961227417
50;17.278524160385132
60;17.335693359375
70;17.394194841384888
80;17.46912956237793
90;17.52569055557251
100;17.584004640579224
110;17.65950608253479
120;17.666281700134277
130;17.680712461471558
140;17.738770961761475
150;17.81421732902527
160;17.838453769683838
170;17.961848258972168
180;17.948129415512085
190;18.055432081222534
200;18.07551884651184
210;18.183959245681763
220;18.20200538635254
230;18.30968403816223
240;18.268444061279297
250;18.39233946800232
275;18.501898527145386
300;18.611114978790283
325;18.819324016571045
350;18.92877697944641
375;19.037516355514526
400;19.145596504211426
425;19.354893922805786
450;19.464022636413574
475;19.572144746780396
11;17.035887002944946
12;17.13425850868225
13;17.114075660705566
14;17.11038851737976
15;17.106674194335938
